a,b,result
41,30,100
41,31,28
41,32,69
41,33,110
41,34,38
41,35,79
41,36,7
41,37,48
41,38,89
41,39,17
41,40,58
41,41,99
41,42,27
41,43,68
41,44,109
41,45,37
41,46,78
41,47,6
41,48,47
41,49,88
41,50,16
41,51,57
41,52,98
41,53,26
41,54,67
41,55,108
41,56,36
41,57,77
41,58,5
41,59,46
41,60,87
41,61,15
41,62,56
41,63,97
41,64,25
41,65,66
41,66,107
41,67,35
41,68,76
41,69,4
41,70,45
41,71,86
41,72,14
41,73,55
41,74,96
41,75,24
41,76,65
41,77,106
41,78,34
41,79,75
41,80,3
41,81,44
41,82,85
41,83,13
41,84,54
41,85,95
41,86,23
41,87,64
41,88,105
41,89,33
41,90,74
41,91,2
41,92,43
41,93,84
41,94,12
41,95,53
41,96,94
41,97,22
41,98,63
41,99,104
41,100,32
41,101,73
41,102,1
41,103,42
41,104,83
41,105,11
41,106,52
41,107,93
41,108,21
41,109,62
41,110,103
41,111,31
41,112,72
42,0,0
42,1,42
42,2,84
42,3,13
42,4,55
42,5,97
42,6,26
42,7,68
42,8,110
42,9,39
42,10,81
42,11,10
42,12,52
42,13,94
42,14,23
42,15,65
42,16,107
42,17,36
42,18,78
42,19,7
42,20,49
42,21,91
42,22,20
42,23,62
42,24,104
42,25,33
42,26,75
42,27,4
42,28,46
42,29,88
42,30,17
42,31,59
42,32,101
42,33,30
42,34,72
42,35,1
42,36,43
42,37,85
42,38,14
42,39,56
42,40,98
42,41,27
42,42,69
42,43,111
42,44,40
42,45,82
42,46,11
42,47,53
42,48,95
42,49,24
42,50,66
42,51,108
42,52,37
42,53,79
42,54,8
42,55,50
42,56,92
42,57,21
42,58,63
42,59,105
42,60,34
42,61,76
42,62,5
42,63,47
42,64,89
42,65,18
42,66,60
42,67,102
42,68,31
42,69,73
42,70,2
42,71,44
42,72,86
42,73,15
42,74,57
42,75,99
42,76,28
42,77,70
42,78,112
42,79,41
42,80,83
42,81,12
42,82,54
42,83,96
42,84,25
42,85,67
42,86,109
42,87,38
42,88,80
42,89,9
42,90,51
42,91,93
42,92,22
42,93,64
42,94,106
42,95,35
42,96,77
42,97,6
42,98,48
42,99,90
42,100,19
42,101,61
42,102,103
42,103,32
42,104,74
42,105,3
42,106,45
42,107,87
42,108,16
42,109,58
42,110,100
42,111,29
42,112,71
43,0,0
43,1,43
43,2,86
43,3,16
43,4,59
43,5,102
43,6,32
43,7,75
43,8,5
43,9,48
43,10,91
43,11,21
43,12,64
43,13,107
43,14,37
43,15,80
43,16,10
43,17,53
43,18,96
43,19,26
43,20,69
43,21,112
43,22,42
43,23,85
43,24,15
43,25,58
43,26,101
43,27,31
43,28,74
43,29,4
43,30,47
43,31,90
43,32,20
43,33,63
43,34,106
43,35,36
43,36,79
43,37,9
43,38,52
43,39,95
43,40,25
43,41,68
43,42,111
43,43,41
43,44,84
43,45,14
43,46,57
43,47,100
43,48,30
43,49,73
43,50,3
43,51,46
43,52,89
43,53,19
43,54,62
43,55,105
43,56,35
43,57,78
43,58,8
43,59,51
43,60,94
43,61,24
43,62,67
43,63,110
43,64,40
43,65,83
43,66,13
43,67,56
43,68,99
43,69,29
43,70,72
43,71,2
43,72,45
43,73,88
43,74,18
43,75,61
43,76,104
43,77,34
43,78,77
43,79,7
43,80,50
43,81,93
43,82,23
43,83,66
43,84,109
43,85,39
43,86,82
43,87,12
43,88,55
43,89,98
43,90,28
43,91,71
43,92,1
43,93,44
43,94,87
43,95,17
43,96,60
43,97,103
43,98,33
43,99,76
43,100,6
43,101,49
43,102,92
43,103,22
43,104,65
43,105,108
43,106,38
43,107,81
43,108,11
43,109,54
43,110,97
43,111,27
43,112,70
44,0,0
44,1,44
44,2,88
44,3,19
44,4,63
44,5,107
44,6,38
44,7,82
44,8,13
44,9,57
44,10,101
44,11,32
44,12,76
44,13,7
44,14,51
44,15,95
44,16,26
44,17,70
44,18,1
44,19,45
44,20,89
44,21,20
44,22,64
44,23,108
44,24,39
44,25,83
44,26,14
44,27,58
44,28,102
44,29,33
44,30,77
44,31,8
44,32,52
44,33,96
44,34,27
44,35,71
44,36,2
44,37,46
44,38,90
44,39,21
44,40,65
44,41,109
44,42,40
44,43,84
44,44,15
44,45,59
44,46,103
44,47,34
44,48,78
44,49,9
44,50,53
44,51,97
44,52,28
44,53,72
44,54,3
44,55,47
44,56,91
44,57,22
44,58,66
44,59,110
44,60,41
44,61,85
44,62,16
44,63,60
44,64,104
44,65,35
44,66,79
44,67,10
44,68,54
44,69,98
44,70,29
44,71,73
44,72,4
44,73,48
44,74,92
44,75,23
44,76,67
44,77,111
44,78,42
44,79,86
44,80,17
44,81,61
44,82,105
44,83,36
44,84,80
44,85,11
44,86,55
44,87,99
44,88,30
44,89,74
44,90,5
44,91,49
44,92,93
44,93,24
44,94,68
44,95,112
44,96,43
44,97,87
44,98,18
44,99,62
44,100,106
44,101,37
44,102,81
44,103,12
44,104,56
44,105,100
44,106,31
44,107,75
44,108,6
44,109,50
44,110,94
44,111,25
44,112,69
45,0,0
45,1,45
45,2,90
45,3,22
45,4,67
45,5,112
45,6,44
45,7,89
45,8,21
45,9,66
45,10,111
45,11,43
45,12,88
45,13,20
45,14,65
45,15,110
45,16,42
45,17,87
45,18,19
45,19,64
45,20,109
45,21,41
45,22,86
45,23,18
45,24,63
45,25,108
45,26,40
45,27,85
45,28,17
45,29,62
45,30,107
45,31,39
45,32,84
45,33,16
45,34,61
45,35,106
45,36,38
45,37,83
45,38,15
45,39,60
45,40,105
45,41,37
45,42,82
45,43,14
45,44,59
45,45,104
45,46,36
45,47,81
45,48,13
45,49,58
45,50,103
45,51,35
45,52,80
45,53,12
45,54,57
45,55,102
45,56,34
45,57,79
45,58,11
45,59,56
45,60,101
45,61,33
45,62,78
45,63,10
45,64,55
45,65,100
45,66,32
45,67,77
45,68,9
45,69,54
45,70,99
45,71,31
45,72,76
45,73,8
45,74,53
45,75,98
45,76,30
45,77,75
45,78,7
45,79,52
45,80,97
45,81,29
45,82,74
45,83,6
45,84,51
45,85,96
45,86,28
45,87,73
45,88,5
45,89,50
45,90,95
45,91,27
45,92,72
45,93,4
45,94,49
45,95,94
45,96,26
45,97,71
45,98,3
45,99,48
45,100,93
45,101,25
45,102,70
45,103,2
45,104,47
45,105,92
45,106,24
45,107,69
45,108,1
45,109,46
45,110,91
45,111,23
45,112,68
46,0,0
46,1,46
46,2,92
46,3,25
46,4,71
46,5,4
46,6,50
46,7,96
46,8,29
46,9,75
46,10,8
46,11,54
46,12,100
46,13,33
46,14,79
46,15,12
46,16,58
46,17,104
46,18,37
46,19,83
46,20,16
46,21,62
46,22,108
46,23,41
46,24,87
46,25,20
46,26,66
46,27,112
46,28,45
46,29,91
46,30,24
46,31,70
46,32,3
46,33,49
46,34,95
46,35,28
46,36,74
46,37,7
46,38,53
46,39,99
46,40,32
46,41,78
46,42,11
46,43,57
46,44,103
46,45,36
46,46,82
46,47,15
46,48,61
46,49,107
46,50,40
46,51,86
46,52,19
46,53,65
46,54,111
46,55,44
46,56,90
46,57,23
46,58,69
46,59,2
46,60,48
46,61,94
46,62,27
46,63,73
46,64,6
46,65,52
46,66,98
46,67,31
46,68,77
46,69,10
46,70,56
46,71,102
46,72,35
46,73,81
46,74,14
46,75,60
46,76,106
46,77,39
46,78,85
46,79,18
46,80,64
46,81,110
46,82,43
46,83,89
46,84,22
46,85,68
46,86,1
46,87,47
46,88,93
46,89,26
46,90,72
46,91,5
46,92,51
46,93,97
46,94,30
46,95,76
46,96,9
46,97,55
46,98,101
46,99,34
46,100,80
46,101,13
46,102,59
46,103,105
46,104,38
46,105,84
46,106,17
46,107,63
46,108,109
46,109,42
46,110,88
46,111,21
46,112,67
47,0,0
47,1,47
47,2,94
47,3,28
47,4,75
47,5,9
47,6,56
47,7,103
47,8,37
47,9,84
47,10,18
47,11,65
47,12,112
47,13,46
47,14,93
47,15,27
47,16,74
47,17,8
47,18,55
47,19,102
47,20,36
47,21,83
47,22,17
47,23,64
47,24,111
47,25,45
47,26,92
47,27,26
47,28,73
47,29,7
47,30,54
47,31,101
47,32,35
47,33,82
47,34,16
47,35,63
47,36,110
47,37,44
47,38,91
47,39,25
47,40,72
47,41,6
47,42,53
47,43,100
47,44,34
47,45,81
47,46,15
47,47,62
47,48,109
47,49,43
47,50,90
47,51,24
47,52,71
47,53,5
47,54,52
47,55,99
47,56,33
47,57,80
47,58,14
47,59,61
47,60,108
47,61,42
47,62,89
47,63,23
47,64,70
47,65,4
47,66,51
47,67,98
47,68,32
47,69,79
47,70,13
47,71,60
47,72,107
47,73,41
47,74,88
47,75,22
47,76,69
47,77,3
47,78,50
47,79,97
47,80,31
47,81,78
47,82,12
47,83,59
47,84,106
47,85,40
47,86,87
47,87,21
47,88,68
47,89,2
47,90,49
47,91,96
47,92,30
47,93,77
47,94,11
47,95,58
47,96,105
47,97,39
47,98,86
47,99,20
47,100,67
47,101,1
47,102,48
47,103,95
47,104,29
47,105,76
47,106,10
47,107,57
47,108,104
47,109,38
47,110,85
47,111,19
47,112,66
48,0,0
48,1,48
48,2,96
48,3,31
48,4,79
48,5,14
48,6,62
48,7,110
48,8,45
48,9,93
48,10,28
48,11,76
48,12,11
48,13,59
48,14,107
48,15,42
48,16,90
48,17,25
48,18,73
48,19,8
48,20,56
48,21,104
48,22,39
48,23,87
48,24,22
48,25,70
48,26,5
48,27,53
48,28,101
48,29,36
48,30,84
48,31,19
48,32,67
48,33,2
48,34,50
48,35,98
48,36,33
48,37,81
48,38,16
48,39,64
48,40,112
48,41,47
48,42,95
48,43,30
48,44,78
48,45,13
48,46,61
48,47,109
48,48,44
48,49,92
48,50,27
48,51,75
48,52,10
48,53,58
48,54,106
48,55,41
48,56,89
48,57,24
48,58,72
48,59,7
48,60,55
48,61,103
48,62,38
48,63,86
48,64,21
48,65,69
48,66,4
48,67,52
48,68,100
48,69,35
48,70,83
48,71,18
48,72,66
48,73,1
48,74,49
48,75,97
48,76,32
48,77,80
48,78,15
48,79,63
48,80,111
48,81,46
48,82,94
48,83,29
48,84,77
48,85,12
48,86,60
48,87,108
48,88,43
48,89,91
48,90,26
48,91,74
48,92,9
48,93,57
48,94,105
48,95,40
48,96,88
48,97,23
48,98,71
48,99,6
48,100,54
48,101,102
48,102,37
48,103,85
48,104,20
48,105,68
48,106,3
48,107,51
48,108,99
48,109,34
48,110,82
48,111,17
48,112,65
49,0,0
49,1,49
49,2,98
49,3,34
49,4,83
49,5,19
49,6,68
49,7,4
49,8,53
49,9,102
49,10,38
49,11,87
49,12,23
49,13,72
49,14,8
49,15,57
49,16,106
49,17,42
49,18,91
49,19,27
49,20,76
49,21,12
49,22,61
49,23,110
49,24,46
49,25,95
49,26,31
49,27,80
49,28,16
49,29,65
49,30,1
49,31,50
49,32,99
49,33,35
49,34,84
49,35,20
49,36,69
49,37,5
49,38,54
49,39,103
49,40,39
49,41,88
49,42,24
49,43,73
49,44,9
49,45,58
49,46,107
49,47,43
49,48,92
49,49,28
49,50,77
49,51,13
49,52,62
49,53,111
49,54,47
49,55,96
49,56,32
49,57,81
49,58,17
49,59,66
49,60,2
49,61,51
49,62,100
49,63,36
49,64,85
49,65,21
49,66,70
49,67,6
49,68,55
49,69,104
49,70,40
49,71,89
49,72,25
49,73,74
49,74,10
49,75,59
49,76,108
49,77,44
49,78,93
49,79,29
49,80,78
49,81,14
49,82,63
49,83,112
49,84,48
49,85,97
49,86,33
49,87,82
49,88,18
49,89,67
49,90,3
49,91,52
49,92,101
49,93,37
49,94,86
49,95,22
49,96,71
49,97,7
49,98,56
49,99,105
49,100,41
49,101,90
49,102,26
49,103,75
49,104,11
49,105,60
49,106,109
49,107,45
49,108,94
49,109,30
49,110,79
49,111,15
49,112,64
50,0,0
50,1,50
50,2,100
50,3,37
50,4,87
50,5,24
50,6,74
50,7,11
50,8,61
50,9,111
50,10,48
50,11,98
50,12,35
50,13,85
50,14,22
50,15,72
50,16,9
50,17,59
50,18,109
50,19,46
50,20,96
50,21,33
50,22,83
50,23,20
50,24,70
50,25,7
50,26,57
50,27,107
50,28,44
50,29,94
50,30,31
50,31,81
50,32,18
50,33,68
50,34,5
50,35,55
50,36,105
50,37,42
50,38,92
50,39,29
50,40,79
50,41,16
50,42,66
50,43,3
50,44,53
50,45,103
50,46,40
50,47,90
50,48,27
50,49,77
50,50,14
50,51,64
50,52,1
50,53,51
50,54,101
50,55,38
50,56,88
50,57,25
50,58,75
50,59,12
50,60,62
50,61,112
50,62,49
50,63,99
50,64,36
50,65,86
50,66,23
50,67,73
50,68,10
50,69,60
50,70,110
50,71,47
50,72,97
50,73,34
50,74,84
50,75,21
50,76,71
50,77,8
50,78,58
50,79,108
50,80,45
50,81,95
50,82,32
50,83,82
50,84,19
50,85,69
50,86,6
50,87,56
50,88,106
50,89,43
50,90,93
50,91,30
50,92,80
50,93,17
50,94,67
50,95,4
50,96,54
50,97,104
50,98,41
50,99,91
50,100,28
50,101,78
50,102,15
50,103,65
50,104,2
50,105,52
50,106,102
50,107,39
50,108,89
50,109,26
50,110,76
50,111,13
50,112,63
51,0,0
51,1,51
51,2,102
51,3,40
51,4,91
51,5,29
51,6,80
51,7,18
51,8,69
51,9,7
51,10,58
51,11,109
51,12,47
51,13,98
51,14,36
51,15,87
51,16,25
51,17,76
51,18,14
51,19,65
51,20,3
51,21,54
51,22,105
51,23,43
51,24,94
51,25,32
51,26,83
51,27,21
51,28,72
51,29,10
51,30,61
51,31,112
51,32,50
51,33,101
51,34,39
51,35,90
51,36,28
51,37,79
51,38,17
51,39,68
51,40,6
51,41,57
51,42,108
51,43,46
51,44,97
51,45,35
51,46,86
51,47,24
51,48,75
51,49,13
51,50,64
51,51,2
51,52,53
51,53,104
51,54,42
51,55,93
51,56,31
51,57,82
51,58,20
51,59,71
51,60,9
51,61,60
51,62,111
51,63,49
51,64,100
51,65,38
51,66,89
51,67,27
51,68,78
51,69,16
51,70,67
51,71,5
51,72,56
51,73,107
51,74,45
51,75,96
51,76,34
51,77,85
51,78,23
51,79,74
51,80,12
51,81,63
51,82,1
51,83,52
51,84,103
51,85,41
51,86,92
51,87,30
51,88,81
51,89,19
51,90,70
51,91,8
51,92,59
51,93,110
51,94,48
51,95,99
51,96,37
51,97,88
51,98,26
51,99,77
51,100,15
51,101,66
51,102,4
51,103,55
51,104,106
51,105,44
51,106,95
51,107,33
51,108,84
51,109,22
51,110,73
51,111,11
51,112,62
52,0,0
52,1,52
52,2,104
52,3,43
52,4,95
52,5,34
52,6,86
52,7,25
52,8,77
52,9,16
52,10,68
52,11,7
52,12,59
52,13,111
52,14,50
52,15,102
52,16,41
52,17,93
52,18,32
52,19,84
52,20,23
52,21,75
52,22,14
52,23,66
52,24,5
52,25,57
52,26,109
52,27,48
52,28,100
52,29,39
52,30,91
52,31,30
52,32,82
52,33,21
52,34,73
52,35,12
52,36,64
52,37,3
52,38,55
52,39,107
52,40,46
52,41,98
52,42,37
52,43,89
52,44,28
52,45,80
52,46,19
52,47,71
52,48,10
52,49,62
52,50,1
52,51,53
52,52,105
52,53,44
52,54,96
52,55,35
52,56,87
52,57,26
52,58,78
52,59,17
52,60,69
52,61,8
52,62,60
52,63,112
52,64,51
52,65,103
52,66,42
52,67,94
52,68,33
52,69,85
52,70,24
52,71,76
52,72,15
52,73,67
52,74,6
52,75,58
52,76,110
52,77,49
52,78,101
52,79,40
52,80,92
52,81,31
52,82,83
52,83,22
52,84,74
52,85,13
52,86,65
52,87,4
52,88,56
52,89,108
52,90,47
52,91,99
52,92,38
52,93,90
52,94,29
52,95,81
52,96,20
52,97,72
52,98,11
52,99,63
52,100,2
52,101,54
52,102,106
52,103,45
52,104,97
52,105,36
52,106,88
52,107,27
52,108,79
52,109,18
52,110,70
52,111,9
52,112,61
53,0,0
53,1,53
53,2,106
53,3,46
53,4,99
53,5,39
53,6,92
53,7,32
53,8,85
53,9,25
53,10,78
53,11,18
53,12,71
53,13,11
53,14,64
53,15,4
53,16,57
53,17,110
53,18,50
53,19,103
53,20,43
53,21,96
53,22,36
53,23,89
53,24,29
53,25,82
53,26,22
53,27,75
53,28,15
53,29,68
53,30,8
53,31,61
53,32,1
53,33,54
53,34,107
53,35,47
53,36,100
53,37,40
53,38,93
53,39,33
53,40,86
53,41,26
53,42,79
53,43,19
53,44,72
53,45,12
53,46,65
53,47,5
53,48,58
53,49,111
53,50,51
53,51,104
53,52,44
53,53,97
53,54,37
53,55,90
53,56,30
53,57,83
53,58,23
53,59,76
53,60,16
53,61,69
53,62,9
53,63,62
53,64,2
53,65,55
53,66,108
53,67,48
53,68,101
53,69,41
53,70,94
53,71,34
53,72,87
53,73,27
53,74,80
53,75,20
53,76,73
53,77,13
53,78,66
53,79,6
53,80,59
53,81,112
53,82,52
53,83,105
53,84,45
53,85,98
53,86,38
53,87,91
53,88,31
53,89,84
53,90,24
53,91,77
53,92,17
53,93,70
53,94,10
53,95,63
53,96,3
53,97,56
53,98,109
53,99,49
53,100,102
53,101,42
53,102,95
53,103,35
53,104,88
53,105,28
53,106,81
53,107,21
53,108,74
53,109,14
53,110,67
53,111,7
53,112,60
54,0,0
54,1,54
54,2,108
54,3,49
54,4,103
54,5,44
54,6,98
54,7,39
54,8,93
54,9,34
54,10,88
54,11,29
54,12,83
54,13,24
54,14,78
54,15,19
54,16,73
54,17,14
54,18,68
54,19,9
54,20,63
54,21,4
54,22,58
54,23,112
54,24,53
54,25,107
54,26,48
54,27,102
54,28,43
54,29,97
54,30,38
54,31,92
54,32,33
54,33,87
54,34,28
54,35,82
54,36,23
54,37,77
54,38,18
54,39,72
54,40,13
54,41,67
54,42,8
54,43,62
54,44,3
54,45,57
54,46,111
54,47,52
54,48,106
54,49,47
54,50,101
54,51,42
54,52,96
54,53,37
54,54,91
54,55,32
54,56,86
54,57,27
54,58,81
54,59,22
54,60,76
54,61,17
54,62,71
54,63,12
54,64,66
54,65,7
54,66,61
54,67,2
54,68,56
54,69,110
54,70,51
54,71,105
54,72,46
54,73,100
54,74,41
54,75,95
54,76,36
54,77,90
54,78,31
54,79,85
54,80,26
54,81,80
54,82,21
54,83,75
54,84,16
54,85,70
54,86,11
54,87,65
54,88,6
54,89,60
54,90,1
54,91,55
54,92,109
54,93,50
54,94,104
54,95,45
54,96,99
54,97,40
54,98,94
54,99,35
54,100,89
54,101,30
54,102,84
54,103,25
54,104,79
54,105,20
54,106,74
54,107,15
54,108,69
54,109,10
54,110,64
54,111,5
54,112,59
55,0,0
55,1,55
55,2,110
55,3,52
55,4,107
55,5,49
55,6,104
55,7,46
55,8,101
55,9,43
55,10,98
55,11,40
55,12,95
55,13,37
55,14,92
55,15,34
55,16,89
55,17,31
55,18,86
55,19,28
55,20,83
55,21,25
55,22,80
55,23,22
55,24,77
55,25,19
55,26,74
55,27,16
55,28,71
55,29,13
55,30,68
55,31,10
55,32,65
55,33,7
55,34,62
55,35,4
55,36,59
55,37,1
55,38,56
55,39,111
55,40,53
55,41,108
55,42,50
55,43,105
55,44,47
55,45,102
55,46,44
55,47,99
55,48,41
55,49,96
55,50,38
55,51,93
55,52,35
55,53,90
55,54,32
55,55,87
55,56,29
55,57,84
55,58,26
55,59,81
55,60,23
55,61,78
55,62,20
55,63,75
55,64,17
55,65,72
55,66,14
55,67,69
55,68,11
55,69,66
55,70,8
55,71,63
55,72,5
55,73,60
55,74,2
55,75,57
55,76,112
55,77,54
55,78,109
55,79,51
55,80,106
55,81,48
55,82,103
55,83,45
55,84,100
55,85,42
55,86,97
55,87,39
55,88,94
55,89,36
55,90,91
55,91,33
55,92,88
55,93,30
55,94,85
55,95,27
55,96,82
55,97,24
55,98,79
55,99,21
55,100,76
55,101,18
55,102,73
55,103,15
55,104,70
55,105,12
55,106,67
55,107,9
55,108,64
55,109,6
55,110,61
55,111,3
55,112,58
56,0,0
56,1,56
56,2,112
56,3,55
56,4,111
56,5,54
56,6,110
56,7,53
56,8,109
56,9,52
56,10,108
56,11,51
56,12,107
56,13,50
56,14,106
56,15,49
56,16,105
56,17,48
56,18,104
56,19,47
56,20,103
56,21,46
56,22,102
56,23,45
56,24,101
56,25,44
56,26,100
56,27,43
56,28,99
56,29,42
56,30,98
56,31,41
56,32,97
56,33,40
56,34,96
56,35,39
56,36,95
56,37,38
56,38,94
56,39,37
56,40,93
56,41,36
56,42,92
56,43,35
56,44,91
56,45,34
56,46,90
56,47,33
56,48,89
56,49,32
56,50,88
56,51,31
56,52,87
56,53,30
56,54,86
56,55,29
56,56,85
56,57,28
56,58,84
56,59,27
56,60,83
56,61,26
56,62,82
56,63,25
56,64,81
56,65,24
56,66,80
56,67,23
56,68,79
56,69,22
56,70,78
56,71,21
56,72,77
56,73,20
56,74,76
56,75,19
56,76,75
56,77,18
56,78,74
56,79,17
56,80,73
56,81,16
56,82,72
56,83,15
56,84,71
56,85,14
56,86,70
56,87,13
56,88,69
56,89,12
56,90,68
56,91,11
56,92,67
56,93,10
56,94,66
56,95,9
56,96,65
56,97,8
56,98,64
56,99,7
56,100,63
56,101,6
56,102,62
56,103,5
56,104,61
56,105,4
56,106,60
56,107,3
56,108,59
56,109,2
56,110,58
56,111,1
56,112,57
57,0,0
57,1,57
57,2,1
57,3,58
57,4,2
57,5,59
57,6,3
57,7,60
57,8,4
57,9,61
57,10,5
57,11,62
57,12,6
57,13,63
57,14,7
57,15,64
57,16,8
57,17,65
57,18,9
57,19,66
57,20,10
57,21,67
57,22,11
57,23,68
57,24,12
57,25,69
57,26,13
57,27,70
57,28,14
57,29,71
57,30,15
57,31,72
57,32,16
57,33,73
57,34,17
57,35,74
57,36,18
57,37,75
57,38,19
57,39,76
57,40,20
57,41,77
57,42,21
57,43,78
57,44,22
57,45,79
57,46,23
57,47,80
57,48,24
57,49,81
57,50,25
57,51,82
57,52,26
57,53,83
57,54,27
57,55,84
57,56,28
57,57,85
57,58,29
57,59,86
57,60,30
57,61,87
57,62,31
57,63,88
57,64,32
57,65,89
57,66,33
57,67,90
57,68,34
57,69,91
57,70,35
57,71,92
57,72,36
57,73,93
57,74,37
57,75,94
57,76,38
57,77,95
57,78,39
57,79,96
57,80,40
57,81,97
57,82,41
57,83,98
57,84,42
57,85,99
57,86,43
57,87,100
57,88,44
57,89,101
57,90,45
57,91,102
57,92,46
57,93,103
57,94,47
57,95,104
57,96,48
57,97,105
57,98,49
57,99,106
57,100,50
57,101,107
57,102,51
57,103,108
57,104,52
57,105,109
57,106,53
57,107,110
57,108,54
57,109,111
57,110,55
57,111,112
57,112,56
58,0,0
58,1,58
58,2,3
58,3,61
58,4,6
58,5,64
58,6,9
58,7,67
58,8,12
58,9,70
58,10,15
58,11,73
58,12,18
58,13,76
58,14,21
58,15,79
58,16,24
58,17,82
58,18,27
58,19,85
58,20,30
58,21,88
58,22,33
58,23,91
58,24,36
58,25,94
58,26,39
58,27,97
58,28,42
58,29,100
58,30,45
58,31,103
58,32,48
58,33,106
58,34,51
58,35,109
58,36,54
58,37,112
58,38,57
58,39,2
58,40,60
58,41,5
58,42,63
58,43,8
58,44,66
58,45,11
58,46,69
58,47,14
58,48,72
58,49,17
58,50,75
58,51,20
58,52,78
58,53,23
58,54,81
58,55,26
58,56,84
58,57,29
58,58,87
58,59,32
58,60,90
58,61,35
58,62,93
58,63,38
58,64,96
58,65,41
58,66,99
58,67,44
58,68,102
58,69,47
58,70,105
58,71,50
58,72,108
58,73,53
58,74,111
58,75,56
58,76,1
58,77,59
58,78,4
58,79,62
58,80,7
58,81,65
58,82,10
58,83,68
58,84,13
58,85,71
58,86,16
58,87,74
58,88,19
58,89,77
58,90,22
58,91,80
58,92,25
58,93,83
58,94,28
58,95,86
58,96,31
58,97,89
58,98,34
58,99,92
58,100,37
58,101,95
58,102,40
58,103,98
58,104,43
58,105,101
58,106,46
58,107,104
58,108,49
58,109,107
58,110,52
58,111,110
58,112,55
59,0,0
59,1,59
59,2,5
59,3,64
59,4,10
59,5,69
59,6,15
59,7,74
59,8,20
59,9,79
59,10,25
59,11,84
59,12,30
59,13,89
59,14,35
59,15,94
59,16,40
59,17,99
59,18,45
59,19,104
59,20,50
59,21,109
59,22,55
59,23,1
59,24,60
59,25,6
59,26,65
59,27,11
59,28,70
59,29,16
59,30,75
59,31,21
59,32,80
59,33,26
59,34,85
59,35,31
59,36,90
59,37,36
59,38,95
59,39,41
59,40,100
59,41,46
59,42,105
59,43,51
59,44,110
59,45,56
59,46,2
59,47,61
59,48,7
59,49,66
59,50,12
59,51,71
59,52,17
59,53,76
59,54,22
59,55,81
59,56,27
59,57,86
59,58,32
59,59,91
59,60,37
59,61,96
59,62,42
59,63,101
59,64,47
59,65,106
59,66,52
59,67,111
59,68,57
59,69,3
59,70,62
59,71,8
59,72,67
59,73,13
59,74,72
59,75,18
59,76,77
59,77,23
59,78,82
59,79,28
59,80,87
59,81,33
59,82,92
59,83,38
59,84,97
59,85,43
59,86,102
59,87,48
59,88,107
59,89,53
59,90,112
59,91,58
59,92,4
59,93,63
59,94,9
59,95,68
59,96,14
59,97,73
59,98,19
59,99,78
59,100,24
59,101,83
59,102,29
59,103,88
59,104,34
59,105,93
59,106,39
59,107,98
59,108,44
59,109,103
59,110,49
59,111,108
59,112,54
60,0,0
60,1,60
60,2,7
60,3,67
60,4,14
60,5,74
60,6,21
60,7,81
60,8,28
60,9,88
60,10,35
60,11,95
60,12,42
60,13,102
60,14,49
60,15,109
60,16,56
60,17,3
60,18,63
60,19,10
60,20,70
60,21,17
60,22,77
60,23,24
60,24,84
60,25,31
60,26,91
60,27,38
60,28,98
60,29,45
60,30,105
60,31,52
60,32,112
60,33,59
60,34,6
60,35,66
60,36,13
60,37,73
60,38,20
60,39,80
60,40,27
60,41,87
60,42,34
60,43,94
60,44,41
60,45,101
60,46,48
60,47,108
60,48,55
60,49,2
60,50,62
60,51,9
60,52,69
60,53,16
60,54,76
60,55,23
60,56,83
60,57,30
60,58,90
60,59,37
60,60,97
60,61,44
60,62,104
60,63,51
60,64,111
60,65,58
60,66,5
60,67,65
60,68,12
60,69,72
60,70,19
60,71,79
60,72,26
60,73,86
60,74,33
60,75,93
60,76,40
60,77,100
60,78,47
60,79,107
60,80,54
60,81,1
60,82,61
60,83,8
60,84,68
60,85,15
60,86,75
60,87,22
60,88,82
60,89,29
60,90,89
60,91,36
60,92,96
60,93,43
60,94,103
60,95,50
60,96,110
60,97,57
60,98,4
60,99,64
60,100,11
60,101,71
60,102,18
60,103,78
60,104,25
60,105,85
60,106,32
60,107,92
60,108,39
60,109,99
60,110,46
60,111,106
60,112,53
61,0,0
61,1,61
61,2,9
61,3,70
61,4,18
61,5,79
61,6,27
61,7,88
61,8,36
61,9,97
61,10,45
61,11,106
61,12,54
61,13,2
61,14,63
61,15,11
61,16,72
61,17,20
61,18,81
61,19,29
61,20,90
61,21,38
61,22,99
61,23,47
61,24,108
61,25,56
61,26,4
61,27,65
61,28,13
61,29,74
61,30,22
61,31,83
61,32,31
61,33,92
61,34,40
61,35,101
61,36,49
61,37,110
61,38,58
61,39,6
61,40,67
61,41,15
61,42,76
61,43,24
61,44,85
61,45,33
61,46,94
61,47,42
61,48,103
61,49,51
61,50,112
61,51,60
61,52,8
61,53,69
61,54,17
61,55,78
61,56,26
61,57,87
61,58,35
61,59,96
61,60,44
61,61,105
61,62,53
61,63,1
61,64,62
61,65,10
61,66,71
61,67,19
61,68,80
61,69,28
61,70,89
61,71,37
61,72,98
61,73,46
61,74,107
61,75,55
61,76,3
61,77,64
61,78,12
61,79,73
61,80,21
61,81,82
61,82,30
61,83,91
61,84,39
61,85,100
61,86,48
61,87,109
61,88,57
61,89,5
61,90,66
61,91,14
61,92,75
61,93,23
61,94,84
61,95,32
61,96,93
61,97,41
61,98,102
61,99,50
61,100,111
61,101,59
